VPNr, Trial, band, XLoc, YLoc
77,77,5,169,141
77,77,5,84,240
77,77,5,193,30
77,77,6,140,237
77,77,6,48,188
77,77,6,283,205
77,77,6,41,277
77,77,6,163,162
77,77,6,38,140
77,77,6,59,89
77,77,6,51,99
77,77,6,255,149
77,77,6,306,167
77,77,6,26,72
77,77,6,349,257
77,77,6,381,94
77,77,6,380,177
77,77,6,251,174
77,77,6,307,176
77,77,6,145,51
77,77,6,24,44
77,77,6,148,4
77,77,6,371,92
77,77,6,367,9
77,77,6,153,81
77,77,6,139,225
77,77,6,172,17
77,77,6,19,153
77,77,6,295,178
77,77,6,359,226
77,77,6,290,94
77,77,6,201,186
77,77,6,197,191
77,78,3,257,122
77,78,3,270,136
77,78,4,158,285
77,78,5,187,34
77,78,5,330,99
77,78,5,122,109
77,78,5,335,154
77,78,5,10,72
77,78,5,278,125
77,78,5,101,55
77,78,5,83,143
77,78,6,13,108
77,78,6,137,80
77,78,6,102,215
77,78,6,51,232
77,78,6,117,99
77,78,6,254,12
77,78,6,297,199
77,78,6,357,18
77,78,6,264,210
77,78,6,326,160
77,78,6,324,15
77,78,6,292,195
77,78,6,336,96
77,78,6,200,131
77,78,6,69,245
77,78,6,18,151
77,78,6,90,261
77,78,6,208,29
77,78,6,330,13
77,78,6,55,63
77,78,6,299,103
77,78,6,10,241
77,78,6,140,228
77,78,6,338,195
77,78,6,210,259
77,78,6,39,27
77,78,6,14,94
77,78,6,64,288
77,78,6,160,218
77,78,6,267,222
77,79,4,296,170
77,79,4,336,131
77,79,4,378,75
77,79,4,266,172
77,79,5,108,81
77,79,5,263,234
77,79,5,30,107
77,79,5,310,276
77,79,5,382,123
77,79,5,167,98
77,79,5,175,222
77,79,5,291,286
77,79,5,78,109
77,79,6,273,48
77,79,6,125,233
77,79,6,85,95
77,79,6,178,102
77,79,6,29,146
77,79,6,106,164
77,79,6,11,177
77,79,6,163,186
77,79,6,118,84
77,79,6,166,159
77,79,6,48,38
77,79,6,88,31
77,79,6,36,55
77,79,6,263,156
77,79,6,201,272
77,79,6,245,207
77,79,6,163,72
77,79,6,360,232
77,79,6,293,18
77,79,6,349,189
77,79,6,365,158
77,79,6,118,26
77,79,6,162,106
77,79,6,328,284
77,79,6,21,103
77,79,6,384,120
77,79,6,147,31
77,80,2,344,61
77,80,4,100,2
77,80,5,35,172
77,80,5,115,224
77,80,5,247,52
77,80,5,109,40
77,80,5,217,42
77,80,5,329,9
77,80,6,327,68
77,80,6,290,17
77,80,6,272,54
77,80,6,382,149
77,80,6,207,79
77,80,6,146,148
77,80,6,198,136
77,80,6,60,62
77,80,6,248,175
77,80,6,71,250
77,80,6,203,281
77,80,6,110,274
77,80,6,234,224
77,80,6,25,171
77,80,6,346,147
77,80,6,205,230
77,80,6,252,134
77,80,6,215,214
77,80,6,198,35
77,80,6,103,267
77,80,6,227,156
77,80,6,360,74
77,80,6,351,161
77,80,6,284,198
77,80,6,54,281
77,80,6,164,22
77,80,6,42,281
77,80,6,220,140
77,80,6,248,63
77,80,6,267,71
77,80,6,244,277
77,81,4,103,49
77,81,5,18,50
77,81,5,356,32
77,81,5,321,44
77,81,5,329,173
77,81,5,76,230
77,81,5,303,28
77,81,6,66,174
77,81,6,125,77
77,81,6,304,178
77,81,6,264,201
77,81,6,358,35
77,81,6,234,142
77,81,6,204,64
77,81,6,288,75
77,81,6,77,251
77,81,6,11,11
77,81,6,169,19
77,81,6,377,182
77,81,6,253,95
77,81,6,183,5
77,81,6,77,248
77,81,6,26,90
77,81,6,318,177
77,81,6,352,255
77,81,6,95,276
77,81,6,174,256
77,81,6,179,169
77,81,6,5,210
77,81,6,160,35
77,81,6,229,2
77,81,6,361,200
77,81,6,105,218
77,81,6,253,82
77,81,6,206,18
77,81,6,261,266
77,81,6,180,107
77,81,6,353,4
77,81,6,357,200
77,81,6,316,248
77,81,6,43,204
77,81,6,212,150
77,82,3,264,22
77,82,4,292,15
77,82,4,247,145
77,82,5,204,213
77,82,5,106,69
77,82,5,292,277
77,82,5,64,110
77,82,5,38,270
77,82,5,309,211
77,82,5,306,166
77,82,5,139,47
77,82,5,341,260
77,82,6,292,105
77,82,6,191,190
77,82,6,111,42
77,82,6,119,101
77,82,6,54,63
77,82,6,214,15
77,82,6,161,205
77,82,6,338,174
77,82,6,179,235
77,82,6,124,109
77,82,6,53,189
77,82,6,10,68
77,82,6,376,272
77,82,6,377,20
77,82,6,75,122
77,82,6,207,134
77,82,6,241,145
77,82,6,305,205
77,82,6,219,46
77,82,6,241,267
77,82,6,378,209
77,82,6,73,248
77,82,6,50,215
77,82,6,19,188
77,82,6,23,265
77,82,6,66,26
77,82,6,117,194
77,82,6,79,281
77,82,6,16,142
77,82,6,247,117
77,82,6,22,182
77,82,6,83,182
77,82,6,152,230
77,83,4,382,115
77,83,4,24,85
77,83,5,213,214
77,83,5,123,143
77,83,5,242,217
77,83,5,267,40
77,83,5,349,110
77,83,5,204,285
77,83,5,368,236
77,83,5,163,236
77,83,5,171,110
77,83,6,272,69
77,83,6,68,69
77,83,6,109,12
77,83,6,212,272
77,83,6,303,70
77,83,6,268,5
77,83,6,296,96
77,83,6,124,221
77,83,6,148,63
77,83,6,217,64
77,83,6,63,116
77,83,6,8,122
77,83,6,2,13
77,83,6,73,58
77,83,6,231,67
77,83,6,218,159
77,83,6,130,286
77,83,6,57,246
77,83,6,303,151
77,83,6,8,76
77,83,6,384,205
77,83,6,84,185
77,83,6,47,161
77,83,6,303,120
77,83,6,33,170
77,83,6,246,37
77,83,6,333,141
77,83,6,106,90
77,83,6,256,145
77,83,6,171,94
77,83,6,218,5
77,83,6,213,270
77,83,6,186,95
77,84,2,319,288
77,84,4,147,55
77,84,4,382,196
77,84,5,360,184
77,84,5,250,111
77,84,5,11,171
77,84,5,281,189
77,84,5,24,45
77,84,5,291,143
77,84,5,148,84
77,84,5,72,273
77,84,6,153,41
77,84,6,208,9
77,84,6,211,115
77,84,6,293,47
77,84,6,180,171
77,84,6,33,144
77,84,6,299,39
77,84,6,269,240
77,84,6,198,2
77,84,6,137,281
77,84,6,56,224
77,84,6,139,82
77,84,6,209,118
77,84,6,354,103
77,84,6,44,74
77,84,6,60,235
77,84,6,242,190
77,84,6,256,158
77,84,6,110,29
77,84,6,320,91
77,84,6,230,136
77,84,6,253,76
77,84,6,110,200
77,84,6,374,82
77,84,6,328,260
77,84,6,322,217
77,84,6,100,273
77,84,6,326,243
77,84,6,299,137
77,84,6,327,268
77,84,6,10,210
77,84,6,180,171
77,85,4,85,250
77,85,4,152,131
77,85,5,70,20
77,85,5,302,231
77,85,5,178,246
77,85,5,241,52
77,85,5,12,38
77,85,5,122,211
77,85,5,297,43
77,85,5,306,48
77,85,6,276,23
77,85,6,152,235
77,85,6,204,273
77,85,6,122,167
77,85,6,74,113
77,85,6,384,99
77,85,6,349,201
77,85,6,12,139
77,85,6,260,116
77,85,6,60,162
77,85,6,365,277
77,85,6,381,241
77,85,6,252,251
77,85,6,332,220
77,85,6,64,23
77,85,6,196,27
77,85,6,169,90
77,85,6,146,287
77,85,6,334,273
77,85,6,98,14
77,85,6,320,199
77,85,6,229,62
77,85,6,206,17
77,85,6,166,55
77,85,6,126,271
77,85,6,326,75
77,85,6,145,212
77,85,6,301,4
77,85,6,86,20
77,85,6,271,253
77,85,6,107,200
77,85,6,54,108
77,86,4,297,195
77,86,4,187,234
77,86,4,30,9
77,86,5,167,42
77,86,5,311,1
77,86,5,37,122
77,86,5,91,276
77,86,5,143,142
77,86,5,103,166
77,86,5,200,282
77,86,6,254,244
77,86,6,34,122
77,86,6,16,174
77,86,6,281,197
77,86,6,24,195
77,86,6,118,101
77,86,6,279,31
77,86,6,97,127
77,86,6,226,89
77,86,6,168,90
77,86,6,352,190
77,86,6,68,186
77,86,6,14,226
77,86,6,1,111
77,86,6,259,12
77,86,6,167,51
77,86,6,224,56
77,86,6,148,255
77,86,6,1,196
77,86,6,109,237
77,86,6,113,113
77,86,6,366,241
77,86,6,342,269
77,86,6,50,101
77,86,6,275,181
77,86,6,321,64
77,86,6,123,64
77,86,6,11,196
77,86,6,110,9
77,86,6,110,33
77,86,6,28,168
77,87,4,50,218
77,87,4,246,89
77,87,5,45,276
77,87,5,317,44
77,87,5,151,134
77,87,5,284,253
77,87,5,374,209
77,87,5,240,243
77,87,5,146,259
77,87,6,303,262
77,87,6,162,21
77,87,6,349,177
77,87,6,289,168
77,87,6,382,48
77,87,6,273,49
77,87,6,31,183
77,87,6,212,223
77,87,6,22,14
77,87,6,224,220
77,87,6,72,155
77,87,6,221,175
77,87,6,16,78
77,87,6,69,152
77,87,6,283,265
77,87,6,12,238
77,87,6,326,136
77,87,6,143,22
77,87,6,66,194
77,87,6,227,193
77,87,6,173,229
77,87,6,176,258
77,87,6,28,184
77,87,6,311,93
77,87,6,206,250
77,87,6,206,229
77,87,6,226,254
77,87,6,171,27
77,87,6,357,121
77,87,6,203,199
77,87,6,21,99
77,88,3,47,45
77,88,4,158,200
77,88,5,300,184
77,88,5,224,281
77,88,5,204,84
77,88,5,76,63
77,88,5,169,164
77,88,5,352,92
77,88,6,108,179
77,88,6,85,50
77,88,6,7,149
77,88,6,1,161
77,88,6,214,22
77,88,6,153,223
77,88,6,220,117
77,88,6,201,114
77,88,6,26,225
77,88,6,294,164
77,88,6,236,170
77,88,6,237,70
77,88,6,304,204
77,88,6,284,40
77,88,6,3,213
77,88,6,312,163
77,88,6,22,94
77,88,6,359,246
77,88,6,264,49
77,88,6,261,23
77,88,6,216,133
77,88,6,256,126
77,88,6,12,128
77,88,6,180,3
77,88,6,228,87
77,88,6,318,264
77,88,6,103,86
77,88,6,36,210
77,88,6,276,179
77,88,6,145,182
77,88,6,199,188
77,89,4,159,15
77,89,4,122,91
77,89,4,190,17
77,89,5,37,69
77,89,5,301,251
77,89,5,240,96
77,89,5,105,10
77,89,5,334,72
77,89,5,379,37
77,89,6,205,110
77,89,6,301,264
77,89,6,139,263
77,89,6,46,11
77,89,6,348,269
77,89,6,227,17
77,89,6,339,245
77,89,6,219,133
77,89,6,26,111
77,89,6,285,151
77,89,6,191,240
77,89,6,7,77
77,89,6,55,10
77,89,6,112,258
77,89,6,63,285
77,89,6,51,135
77,89,6,143,190
77,89,6,336,85
77,89,6,105,24
77,89,6,72,219
77,89,6,350,186
77,89,6,199,203
77,89,6,18,257
77,89,6,259,48
77,89,6,193,154
77,89,6,240,278
77,89,6,219,167
77,89,6,360,18
77,89,6,254,29
77,89,6,234,232
77,89,6,13,151
77,89,6,115,191
77,89,6,230,18
77,90,4,15,197
77,90,5,318,202
77,90,5,136,141
77,90,5,110,77
77,90,5,294,169
77,90,5,207,286
77,90,5,296,169
77,90,5,304,159
77,90,6,30,137
77,90,6,327,117
77,90,6,91,156
77,90,6,142,219
77,90,6,296,100
77,90,6,372,103
77,90,6,75,27
77,90,6,121,277
77,90,6,246,60
77,90,6,128,99
77,90,6,344,146
77,90,6,216,228
77,90,6,135,64
77,90,6,316,22
77,90,6,32,90
77,90,6,329,137
77,90,6,125,133
77,90,6,259,166
77,90,6,324,22
77,90,6,100,199
77,90,6,167,94
77,90,6,18,90
77,90,6,164,178
77,90,6,94,244
77,90,6,339,268
77,90,6,217,88
77,90,6,296,147
77,90,6,236,198
77,90,6,33,206
77,90,6,115,68
77,90,6,122,82
77,90,6,97,36
77,90,6,257,81
77,91,4,234,218
77,91,4,340,258
77,91,4,30,152
77,91,4,18,230
77,91,5,121,68
77,91,5,103,42
77,91,5,75,241
77,91,5,287,215
77,91,5,103,33
77,91,5,19,80
77,91,5,253,181
77,91,6,221,58
77,91,6,158,82
77,91,6,321,219
77,91,6,333,121
77,91,6,286,21
77,91,6,369,198
77,91,6,100,212
77,91,6,184,251
77,91,6,124,162
77,91,6,95,39
77,91,6,92,105
77,91,6,265,12
77,91,6,265,76
77,91,6,329,158
77,91,6,177,44
77,91,6,99,113
77,91,6,371,150
77,91,6,47,264
77,91,6,176,261
77,91,6,113,226
77,91,6,22,62
77,91,6,299,201
77,91,6,349,176
77,91,6,210,217
77,91,6,337,258
77,91,6,329,197
77,91,6,157,14
77,91,6,92,5
77,91,6,147,262
77,91,6,117,250
77,91,6,57,90
77,91,6,161,61
77,91,6,295,70
77,92,4,343,170
77,92,5,314,160
77,92,5,313,12
77,92,5,326,33
77,92,5,59,210
77,92,5,78,213
77,92,5,333,61
77,92,5,280,177
77,92,5,197,277
77,92,5,71,58
77,92,6,254,213
77,92,6,144,282
77,92,6,14,95
77,92,6,250,12
77,92,6,53,69
77,92,6,330,264
77,92,6,3,71
77,92,6,235,284
77,92,6,377,179
77,92,6,365,108
77,92,6,88,164
77,92,6,216,81
77,92,6,335,244
77,92,6,249,209
77,92,6,103,36
77,92,6,58,193
77,92,6,130,178
77,92,6,298,212
77,92,6,283,18
77,92,6,88,135
77,92,6,346,157
77,92,6,22,229
77,92,6,298,147
77,92,6,10,281
77,92,6,94,260
77,92,6,173,19
77,92,6,39,107
77,92,6,198,110
77,92,6,1,207
77,92,6,133,190
77,92,6,66,179
77,92,6,164,196
77,92,6,69,256
77,93,4,162,172
77,93,4,198,258
77,93,5,72,27
77,93,5,22,14
77,93,5,263,137
77,93,5,356,119
77,93,5,335,205
77,93,5,362,139
77,93,5,167,148
77,93,5,202,136
77,93,5,369,247
77,93,5,118,208
77,93,5,329,89
77,93,5,61,23
77,93,5,288,154
77,93,5,175,229
77,93,6,85,89
77,93,6,281,133
77,93,6,156,73
77,93,6,224,233
77,93,6,20,43
77,93,6,189,257
77,93,6,121,82
77,93,6,25,18
77,93,6,223,242
77,93,6,134,101
77,93,6,16,113
77,93,6,333,8
77,93,6,66,240
77,93,6,5,135
77,93,6,320,260
77,93,6,195,242
77,93,6,218,223
77,93,6,121,31
77,93,6,267,214
77,93,6,153,100
77,93,6,21,108
77,93,6,141,82
77,93,6,352,191
77,93,6,164,181
77,93,6,231,283
77,93,6,294,208
77,93,6,339,4
77,93,6,220,280
77,93,6,205,19
77,93,6,217,66
77,94,4,83,64
77,94,4,342,87
77,94,5,97,259
77,94,5,46,192
77,94,5,126,94
77,94,5,317,159
77,94,5,248,244
77,94,5,229,96
77,94,5,82,181
77,94,5,102,281
77,94,5,62,229
77,94,5,355,135
77,94,5,236,119
77,94,5,373,189
77,94,5,297,120
77,94,5,58,143
77,94,5,326,196
77,94,5,172,144
77,94,5,60,201
77,94,5,79,196
77,94,6,48,172
77,94,6,297,167
77,94,6,263,124
77,94,6,107,282
77,94,6,371,210
77,94,6,279,186
77,94,6,33,153
77,94,6,327,61
77,94,6,318,60
77,94,6,183,87
77,94,6,133,268
77,94,6,12,208
77,94,6,145,170
77,94,6,127,250
77,94,6,329,158
77,94,6,17,154
77,94,6,317,164
77,94,6,85,94
77,94,6,25,108
77,94,6,100,76
77,94,6,182,28
77,94,6,25,236
77,94,6,27,86
77,94,6,303,132
77,94,6,350,159
77,94,6,165,115
77,94,6,25,207
77,94,6,277,214
77,94,6,265,75
77,95,4,337,221
77,95,4,289,34
77,95,5,79,34
77,95,5,324,110
77,95,5,175,22
77,95,5,10,277
77,95,5,61,269
77,95,5,91,22
77,95,5,259,25
77,95,5,24,201
77,95,5,1,46
77,95,6,106,91
77,95,6,275,165
77,95,6,198,167
77,95,6,2,102
77,95,6,210,27
77,95,6,105,171
77,95,6,2,9
77,95,6,145,48
77,95,6,118,78
77,95,6,118,169
77,95,6,207,228
77,95,6,144,217
77,95,6,251,159
77,95,6,327,123
77,95,6,221,222
77,95,6,208,284
77,95,6,41,87
77,95,6,146,137
77,95,6,86,93
77,95,6,88,7
77,95,6,6,226
77,95,6,8,260
77,95,6,76,176
77,95,6,201,204
77,95,6,136,219
77,95,6,195,221
77,95,6,140,267
77,95,6,347,159
77,95,6,201,52
77,95,6,234,210
77,95,6,337,137
77,95,6,289,53
77,95,6,9,38
77,95,6,331,230
77,95,6,73,50
77,95,6,260,116
77,95,6,360,138
77,96,1,67,30
77,96,1,233,119
77,96,4,99,59
77,96,5,73,255
77,96,5,243,180
77,96,5,253,52
77,96,5,241,253
77,96,5,69,186
77,96,5,340,73
77,96,5,226,141
77,96,5,323,15
77,96,5,284,160
77,96,5,165,225
77,96,5,153,103
77,96,5,254,114
77,96,5,69,16
77,96,6,95,260
77,96,6,378,140
77,96,6,56,148
77,96,6,382,220
77,96,6,371,268
77,96,6,91,29
77,96,6,158,38
77,96,6,290,101
77,96,6,173,58
77,96,6,283,59
77,96,6,295,70
77,96,6,236,100
77,96,6,278,34
77,96,6,70,56
77,96,6,139,117
77,96,6,87,193
77,96,6,368,125
77,96,6,309,230
77,96,6,383,61
77,96,6,127,220
77,96,6,291,277
77,96,6,219,176
77,96,6,141,99
77,96,6,231,152
77,96,6,187,189
77,96,6,15,55
77,96,6,357,168
77,96,6,6,85
77,96,6,18,229
77,96,6,274,155
77,96,6,226,61
77,97,4,9,26
77,97,4,199,254
77,97,4,155,162
77,97,5,230,22
77,97,5,151,103
77,97,5,94,32
77,97,5,44,77
77,97,5,103,270
77,97,6,72,147
77,97,6,57,266
77,97,6,357,40
77,97,6,335,4
77,97,6,278,254
77,97,6,149,71
77,97,6,43,244
77,97,6,254,225
77,97,6,138,54
77,97,6,4,25
77,97,6,127,87
77,97,6,195,112
77,97,6,360,46
77,97,6,300,52
77,97,6,310,162
77,97,6,181,104
77,97,6,143,111
77,97,6,99,280
77,97,6,254,146
77,97,6,77,31
77,97,6,342,105
77,97,6,175,19
77,97,6,327,81
77,97,6,351,18
77,97,6,237,163
77,97,6,257,97
77,97,6,15,83
77,97,6,358,231
77,97,6,128,213
77,97,6,218,5
77,97,6,164,9
77,97,6,302,283
77,97,6,265,225
77,97,6,230,82
77,97,6,287,200
77,97,6,170,121
77,97,6,58,156
77,97,6,76,216
77,98,3,271,122
77,98,4,368,218
77,98,4,141,159
77,98,4,86,74
77,98,5,283,91
77,98,5,163,216
77,98,5,136,129
77,98,5,14,210
77,98,5,239,37
77,98,5,83,89
77,98,6,12,59
77,98,6,26,1
77,98,6,245,232
77,98,6,152,76
77,98,6,109,206
77,98,6,75,168
77,98,6,96,270
77,98,6,217,254
77,98,6,382,273
77,98,6,184,36
77,98,6,25,112
77,98,6,215,266
77,98,6,359,238
77,98,6,71,114
77,98,6,351,154
77,98,6,174,83
77,98,6,240,53
77,98,6,357,206
77,98,6,320,143
77,98,6,370,243
77,98,6,44,270
77,98,6,265,89
77,98,6,331,274
77,98,6,262,163
77,98,6,58,285
77,98,6,313,263
77,98,6,263,88
77,98,6,282,80
77,98,6,237,85
77,98,6,200,213
77,98,6,286,117
77,98,6,62,7
77,98,6,41,269
77,98,6,237,183
77,98,6,3,62
77,99,2,373,217
77,99,4,6,286
77,99,5,176,150
77,99,5,35,227
77,99,5,276,158
77,99,5,286,198
77,99,5,235,24
77,99,5,145,117
77,99,5,264,117
77,99,5,213,179
77,99,5,161,244
77,99,5,212,235
77,99,5,122,248
77,99,5,84,34
77,99,5,33,45
77,99,6,309,278
77,99,6,76,225
77,99,6,11,33
77,99,6,72,267
77,99,6,212,9
77,99,6,337,274
77,99,6,186,125
77,99,6,239,67
77,99,6,270,283
77,99,6,63,182
77,99,6,247,184
77,99,6,380,112
77,99,6,101,132
77,99,6,44,104
77,99,6,302,88
77,99,6,281,186
77,99,6,323,150
77,99,6,147,179
77,99,6,233,155
77,99,6,281,109
77,99,6,47,106
77,99,6,312,259
77,99,6,134,5
77,99,6,12,245
77,99,6,361,220
77,99,6,371,142
77,99,6,214,188
77,99,6,374,261
77,99,6,10,166
77,99,6,281,44
77,99,6,20,155
77,99,6,16,144
77,99,6,81,138
77,100,3,344,170
77,100,3,321,139
77,100,3,23,133
77,100,3,123,263
77,100,4,345,188
77,100,4,95,68
77,100,5,211,114
77,100,5,290,114
77,100,5,102,100
77,100,5,359,108
77,100,5,186,69
77,100,5,204,61
77,100,5,114,154
77,100,5,195,144
77,100,5,351,211
77,100,6,346,232
77,100,6,173,68
77,100,6,26,82
77,100,6,166,132
77,100,6,377,267
77,100,6,230,169
77,100,6,44,115
77,100,6,363,62
77,100,6,66,100
77,100,6,239,126
77,100,6,160,83
77,100,6,348,197
77,100,6,41,25
77,100,6,6,265
77,100,6,142,122
77,100,6,222,54
77,100,6,9,190
77,100,6,177,58
77,100,6,76,200
77,100,6,288,157
77,100,6,202,118
77,100,6,214,211
77,100,6,113,226
77,100,6,30,136
77,100,6,154,263
77,100,6,165,273
77,100,6,156,70
77,100,6,336,143
77,100,6,163,160
77,100,6,96,75
77,100,6,81,168
77,100,6,321,246
77,101,3,143,123
77,101,3,286,104
77,101,4,241,246
77,101,4,47,51
77,101,4,366,282
77,101,4,97,82
77,101,5,322,232
77,101,5,143,105
77,101,5,105,75
77,101,5,382,14
77,101,5,260,145
77,101,5,44,133
77,101,6,276,277
77,101,6,204,270
77,101,6,381,135
77,101,6,140,27
77,101,6,325,120
77,101,6,291,160
77,101,6,183,77
77,101,6,52,23
77,101,6,326,98
77,101,6,259,31
77,101,6,226,34
77,101,6,96,120
77,101,6,275,251
77,101,6,314,67
77,101,6,133,277
77,101,6,116,45
77,101,6,286,82
77,101,6,127,1
77,101,6,217,128
77,101,6,62,203
77,101,6,209,74
77,101,6,151,71
77,101,6,224,16
77,101,6,232,12
77,101,6,332,99
77,101,6,44,171
77,101,6,242,226
77,101,6,283,228
77,101,6,250,263
77,101,6,233,213
77,101,6,274,199
77,101,6,354,280
77,101,6,127,28
77,101,6,310,197
77,101,6,67,139
77,101,6,361,40
77,101,6,254,56
77,101,6,241,179
77,102,3,173,40
77,102,4,55,283
77,102,4,374,124
77,102,4,291,161
77,102,4,291,282
77,102,4,17,102
77,102,5,184,51
77,102,5,137,256
77,102,5,27,27
77,102,5,80,178
77,102,5,105,216
77,102,6,118,221
77,102,6,98,194
77,102,6,51,272
77,102,6,171,104
77,102,6,66,144
77,102,6,174,20
77,102,6,341,262
77,102,6,301,136
77,102,6,306,253
77,102,6,259,21
77,102,6,48,123
77,102,6,301,170
77,102,6,182,10
77,102,6,70,269
77,102,6,227,146
77,102,6,84,275
77,102,6,140,133
77,102,6,320,228
77,102,6,170,180
77,102,6,367,192
77,102,6,103,209
77,102,6,216,281
77,102,6,116,144
77,102,6,110,22
77,102,6,43,22
77,102,6,383,173
77,102,6,303,249
77,102,6,318,270
77,102,6,14,41
77,102,6,279,252
77,102,6,144,63
77,102,6,222,8
77,102,6,17,269
77,102,6,155,227
77,102,6,94,176
77,102,6,343,182
77,102,6,355,287
77,102,6,58,8
77,103,4,377,157
77,103,4,34,74
77,103,5,81,91
77,103,5,348,150
77,103,5,63,42
77,103,5,25,247
77,103,5,375,268
77,103,5,158,260
77,103,5,187,136
77,103,5,65,24
77,103,5,244,90
77,103,5,180,61
77,103,5,1,230
77,103,6,142,5
77,103,6,275,63
77,103,6,265,71
77,103,6,103,39
77,103,6,133,218
77,103,6,342,205
77,103,6,95,131
77,103,6,358,178
77,103,6,100,182
77,103,6,268,117
77,103,6,75,89
77,103,6,267,182
77,103,6,96,13
77,103,6,205,51
77,103,6,201,251
77,103,6,236,79
77,103,6,329,46
77,103,6,100,194
77,103,6,87,238
77,103,6,125,141
77,103,6,294,213
77,103,6,245,72
77,103,6,282,98
77,103,6,117,37
77,103,6,4,267
77,103,6,350,111
77,103,6,270,194
77,103,6,50,58
77,103,6,347,257
77,103,6,146,73
77,103,6,232,181
77,103,6,8,237
77,103,6,199,262
77,103,6,46,273
77,103,6,356,28
77,104,3,252,146
77,104,5,142,198
77,104,5,39,14
77,104,5,334,188
77,104,5,235,122
77,104,5,194,48
77,104,5,36,198
77,104,5,55,153
77,104,5,2,123
77,104,6,87,191
77,104,6,194,173
77,104,6,77,40
77,104,6,10,271
77,104,6,268,160
77,104,6,114,13
77,104,6,328,172
77,104,6,8,269
77,104,6,4,185
77,104,6,303,152
77,104,6,112,181
77,104,6,164,158
77,104,6,74,215
77,104,6,82,29
77,104,6,345,237
77,104,6,339,26
77,104,6,269,50
77,104,6,320,210
77,104,6,298,220
77,104,6,22,176
77,104,6,346,149
77,104,6,195,74
77,104,6,374,168
77,104,6,372,12
77,104,6,73,150
77,104,6,247,99
77,104,6,249,103
77,104,6,327,157
77,104,6,259,74
77,104,6,47,12
77,104,6,341,217
77,104,6,308,128
77,104,6,29,45
77,104,6,95,23
77,104,6,328,46
77,104,6,237,153
77,104,6,74,219
77,104,6,237,44
77,105,4,91,263
77,105,4,366,149
77,105,4,272,231
77,105,4,77,31
77,105,5,238,7
77,105,5,15,34
77,105,5,315,109
77,105,5,88,107
77,105,5,68,224
77,105,5,127,91
77,105,5,279,169
77,105,5,299,104
77,105,6,71,166
77,105,6,186,122
77,105,6,122,281
77,105,6,100,164
77,105,6,136,90
77,105,6,4,193
77,105,6,341,122
77,105,6,330,274
77,105,6,145,59
77,105,6,69,89
77,105,6,327,152
77,105,6,319,31
77,105,6,237,164
77,105,6,101,1
77,105,6,111,237
77,105,6,344,287
77,105,6,4,212
77,105,6,33,183
77,105,6,310,240
77,105,6,218,75
77,105,6,302,49
77,105,6,106,2
77,105,6,153,8
77,105,6,329,60
77,105,6,331,17
77,105,6,86,14
77,105,6,289,202
77,105,6,353,262
77,105,6,310,288
77,105,6,308,93
77,105,6,10,212
77,105,6,182,114
77,105,6,331,17
77,105,6,148,41
77,106,4,45,91
77,106,5,377,256
77,106,5,9,249
77,106,5,95,125
77,106,5,52,63
77,106,5,298,26
77,106,6,154,170
77,106,6,76,201
77,106,6,228,134
77,106,6,93,119
77,106,6,296,11
77,106,6,234,23
77,106,6,160,284
77,106,6,324,16
77,106,6,280,34
77,106,6,187,251
77,106,6,7,236
77,106,6,302,56
77,106,6,351,197
77,106,6,342,206
77,106,6,187,240
77,106,6,35,8
77,106,6,129,141
77,106,6,87,160
77,106,6,262,241
77,106,6,345,127
77,106,6,154,127
77,106,6,119,129
77,106,6,371,134
77,106,6,191,7
77,106,6,74,259
77,106,6,150,30
77,106,6,135,52
77,106,6,96,185
77,106,6,375,266
77,106,6,21,261
77,106,6,73,286
77,106,6,126,66
77,106,6,363,234
77,106,6,355,207
77,106,6,338,250
77,106,6,138,40
77,106,6,310,197
77,106,6,166,273
77,106,6,366,10
77,107,4,110,58
77,107,5,196,6
77,107,5,319,58
77,107,5,164,212
77,107,5,203,78
77,107,5,295,275
77,107,5,46,8
77,107,5,163,19
77,107,6,49,27
77,107,6,90,61
77,107,6,235,114
77,107,6,280,277
77,107,6,289,23
77,107,6,334,105
77,107,6,307,227
77,107,6,128,274
77,107,6,319,182
77,107,6,114,178
77,107,6,380,100
77,107,6,93,1
77,107,6,350,181
77,107,6,302,216
77,107,6,237,53
77,107,6,324,207
77,107,6,251,177
77,107,6,336,229
77,107,6,279,118
77,107,6,384,180
77,107,6,136,53
77,107,6,124,74
77,107,6,362,258
77,107,6,380,275
77,107,6,336,47
77,107,6,57,188
77,107,6,304,21
77,107,6,94,4
77,107,6,90,74
77,107,6,351,106
77,107,6,15,188
77,107,6,314,25
77,107,6,5,106
77,107,6,159,120
77,107,6,178,135
77,107,6,211,154
77,108,1,249,146
77,108,4,30,105
77,108,4,89,248
77,108,4,244,211
77,108,4,61,274
77,108,5,154,177
77,108,5,307,198
77,108,5,1,145
77,108,5,379,3
77,108,5,16,30
77,108,5,232,14
77,108,6,162,103
77,108,6,268,105
77,108,6,125,196
77,108,6,224,70
77,108,6,144,59
77,108,6,100,245
77,108,6,164,190
77,108,6,205,270
77,108,6,129,104
77,108,6,287,249
77,108,6,9,245
77,108,6,311,157
77,108,6,167,174
77,108,6,129,225
77,108,6,38,131
77,108,6,293,181
77,108,6,1,5
77,108,6,176,64
77,108,6,143,128
77,108,6,24,105
77,108,6,145,87
77,108,6,353,138
