VPNr, Trial, Amount, Image, Response, Correct, Time
1,546,85,Fenster,Fenster,1,1.457763e+00
1,547,84,Vogel,Tor,0,3.354087e+00
1,548,87,Blumen,Blumen,1,1.526281e+00
1,549,86,Abend,Abend,1,1.723678e+00
1,550,85,Fische,Vogel,0,9.680439e+00
1,551,88,Blumen,Blumen,1,1.497568e+00
1,552,87,Vogel,Tor,0,3.894601e+00
1,553,90,Bruecke,Bruecke,1,1.576422e+00
1,554,89,Fenster,Fenster,1,1.840267e+00
1,555,88,Allee,Allee,1,1.530318e+00
1,556,87,Vogel,Tor,0,2.596020e+00
1,557,90,Fenster,Fenster,1,2.086139e+00
1,558,89,Abend,Abend,1,1.639897e+00
1,559,88,Vogel,Tor,0,2.362484e+00
1,560,91,Fische,Fische,1,3.064503e+00
1,561,90,Aegypten,Vogel,0,1.897779e+00
1,562,93,Vogel,Fische,0,2.109836e+00
1,563,96,Vogel,Berg,0,1.806056e+00
1,564,99,Fenster,Fenster,1,1.542308e+00
1,565,98,Bruecke,Bruecke,1,1.678515e+00
1,566,97,Allee,Allee,1,1.752223e+00
1,567,96,Abend,Abend,1,1.546357e+00
1,568,95,Tor,Tor,1,3.134555e+00
1,569,94,Berg,Berg,1,1.428520e+00
1,570,93,Fische,Blumen,0,1.462053e+00
1,571,96,Aegypten,Aegypten,1,1.672474e+00
1,572,95,Berg,Fische,0,1.538266e+00
1,573,98,Allee,Allee,1,2.963969e+00
1,574,97,Tor,Tor,1,2.242417e+00
1,575,96,Tor,Tor,1,1.694466e+00
1,576,95,Aegypten,Aegypten,1,1.665653e+00
1,577,94,Fenster,Fenster,1,1.770186e+00
1,578,93,Blumen,Blumen,1,3.207771e+00
1,579,92,Allee,Allee,1,1.559958e+00
1,580,91,Blumen,Blumen,1,1.870347e+00
1,581,90,Bruecke,Bruecke,1,1.681607e+00
1,582,89,Fenster,Fenster,1,1.814331e+00
1,583,88,Fische,Blumen,0,1.407602e+00
1,584,91,Berg,Berg,1,3.844282e+00
1,585,90,Aegypten,Fische,0,1.372137e+00
1,586,93,Fenster,Fenster,1,1.936515e+00
1,587,92,Aegypten,Blumen,0,1.490175e+00
1,588,95,Blumen,Blumen,1,1.779905e+00
1,589,94,Abend,Abend,1,1.543700e+00
1,590,93,Bruecke,Bruecke,1,1.401853e+00
1,591,92,Fenster,Fenster,1,1.466165e+00
1,592,91,Fische,Vogel,0,3.645693e+00
1,593,94,Allee,Allee,1,1.825816e+00
1,594,93,Blumen,Fenster,0,2.140368e+00
1,595,96,Allee,Allee,1,1.490318e+00
1,596,95,Abend,Abend,1,1.634237e+00
1,597,94,Fenster,Fenster,1,1.636253e+00
1,598,93,Vogel,Tor,0,2.600304e+00
1,599,96,Fenster,Fenster,1,1.732424e+00
1,600,95,Tor,Tor,1,5.194219e+00
1,601,94,Allee,Allee,1,2.240228e+00
1,602,93,Berg,Berg,1,2.776086e+00
1,603,92,Blumen,Fenster,0,2.339717e+00
1,604,95,Allee,Allee,1,2.727722e+00
1,605,94,Abend,Abend,1,1.698435e+00
1,606,93,Berg,Berg,1,2.859695e+00
1,607,92,Allee,Allee,1,3.550300e+00
1,608,91,Allee,Allee,1,2.488545e+00
1,609,90,Aegypten,Aegypten,1,1.894566e+00
1,610,89,Fenster,Fenster,1,1.802531e+00
1,611,88,Berg,Blumen,0,2.831635e+00
1,612,91,Aegypten,Aegypten,1,1.930233e+00
1,613,90,Aegypten,Aegypten,1,1.605689e+00
1,614,89,Allee,Allee,1,6.300710e+00
1,615,88,Tor,Tor,1,1.734137e+00
1,616,87,Allee,Fische,0,3.468171e+00
1,617,90,Aegypten,Aegypten,1,1.543702e+00
1,618,89,Fenster,Fenster,1,1.626351e+00
1,619,88,Allee,Allee,1,1.845826e+00
1,620,87,Tor,Tor,1,1.465894e+00
1,621,86,Bruecke,Bruecke,1,2.519903e+00
1,622,85,Tor,Tor,1,2.810456e+00
1,623,84,Abend,Abend,1,1.825740e+00
1,624,83,Tor,Tor,1,1.838320e+00
1,625,82,Abend,Abend,1,2.763733e+00
1,626,81,Vogel,Tor,0,2.597889e+00
1,627,84,Abend,Abend,1,1.527575e+00
1,628,83,Bruecke,Bruecke,1,1.845981e+00
1,629,82,Bruecke,Bruecke,1,1.673981e+00
1,630,81,Abend,Abend,1,1.486441e+00
1,631,80,Berg,Berg,1,2.521989e+00
1,632,79,Aegypten,Aegypten,1,2.216410e+00
1,633,78,Bruecke,Bruecke,1,2.201578e+00
1,634,77,Tor,Tor,1,3.855748e+00
1,635,76,Allee,Tor,0,1.832415e+00
1,636,79,Abend,Abend,1,1.435971e+00
1,637,78,Fenster,Fenster,1,2.387748e+00
1,638,77,Blumen,Blumen,1,3.191411e+00
1,639,76,Allee,Allee,1,1.800111e+00
1,640,75,Berg,Berg,1,2.394050e+00
1,641,74,Bruecke,Bruecke,1,2.545644e+00
1,642,73,Blumen,Blumen,1,1.434120e+00
1,643,72,Berg,Berg,1,2.998425e+00
1,644,71,Aegypten,Aegypten,1,1.846336e+00
1,645,70,Berg,Vogel,0,3.444252e+00
1,646,73,Berg,Vogel,0,1.567850e+00
1,647,76,Vogel,Tor,0,2.154006e+00
1,648,79,Aegypten,Aegypten,1,1.604116e+00
1,649,78,Vogel,Tor,0,3.634030e+00
1,650,81,Abend,Abend,1,1.695470e+00
1,651,80,Abend,Abend,1,1.752232e+00
1,652,79,Fische,Fische,1,1.082670e+01
1,653,78,Abend,Abend,1,2.589779e+00
1,654,77,Fische,Fische,1,1.744358e+00
1,655,76,Vogel,Fische,0,2.626054e+00
1,656,79,Fenster,Fenster,1,1.962422e+00
1,657,78,Abend,Abend,1,2.334416e+00
1,658,77,Tor,Tor,1,2.055609e+00
1,659,76,Fische,Fische,1,1.723635e+00
1,660,75,Berg,Vogel,0,3.787972e+00
1,661,78,Vogel,Vogel,1,1.691797e+00
1,662,77,Fenster,Fenster,1,1.894367e+00
1,663,76,Berg,Vogel,0,2.688135e+00
1,664,79,Allee,Vogel,0,1.627682e+00
1,665,82,Aegypten,Aegypten,1,1.582185e+00
1,666,81,Blumen,Blumen,1,1.969763e+00
1,667,80,Tor,Tor,1,1.683948e+00
1,668,79,Vogel,Tor,0,1.507617e+00
1,669,82,Vogel,Tor,0,1.421850e+00
1,670,85,Vogel,Vogel,1,2.460167e+00
1,671,84,Berg,Berg,1,2.148459e+00
1,672,83,Vogel,Tor,0,1.494133e+00
1,673,86,Fische,Fische,1,3.154124e+00
1,674,85,Berg,Berg,1,2.356350e+00
1,675,84,Aegypten,Aegypten,1,1.518502e+00
1,676,83,Fenster,Fenster,1,1.911708e+00
1,677,82,Fische,Vogel,0,3.051725e+00
1,678,85,Abend,Abend,1,1.463816e+00
1,679,84,Berg,Blumen,0,1.562040e+00
1,680,87,Tor,Tor,1,1.866158e+00
1,681,86,Berg,Fische,0,1.506408e+00
1,682,89,Allee,Fische,0,1.419584e+00
1,683,92,Fenster,Fenster,1,2.081931e+00
1,684,91,Bruecke,Bruecke,1,3.023897e+00
1,685,90,Blumen,Blumen,1,1.423770e+00
1,686,89,Berg,Berg,1,2.370302e+00
1,687,88,Vogel,Tor,0,2.001723e+00
1,688,91,Berg,Berg,1,2.211847e+00
1,689,90,Allee,Allee,1,1.882178e+00
1,690,89,Blumen,Blumen,1,1.656149e+00
1,691,88,Aegypten,Aegypten,1,2.820190e+00
1,692,87,Fische,Fische,1,3.834658e+00
1,693,86,Berg,Fische,0,2.218582e+00
1,694,89,Tor,Tor,1,1.905836e+00
1,695,88,Aegypten,Allee,0,1.898095e+00
1,696,91,Bruecke,Bruecke,1,1.832066e+00
1,697,90,Abend,Abend,1,1.901615e+00
1,698,89,Bruecke,Bruecke,1,3.143642e+00
1,699,88,Aegypten,Aegypten,1,1.693608e+00
1,700,87,Abend,Abend,1,1.379620e+01
1,701,86,Vogel,Tor,0,2.231862e+00
1,702,89,Allee,Allee,1,1.916339e+00
1,703,88,Aegypten,Abend,0,1.708078e+00
1,704,91,Allee,Allee,1,1.728259e+00
1,705,90,Fische,Fische,1,2.041710e+00
1,706,89,Tor,Tor,1,1.446243e+00
1,707,88,Aegypten,Aegypten,1,2.042292e+00
1,708,87,Fische,Fische,1,2.066087e+00
1,709,86,Vogel,Fische,0,3.012407e+00
1,710,89,Bruecke,Bruecke,1,1.721746e+00
1,711,88,Tor,Tor,1,2.154470e+00
1,712,87,Blumen,Blumen,1,1.595606e+00
1,713,86,Allee,Fische,0,2.684420e+00
1,714,89,Abend,Abend,1,1.572191e+00
1,715,88,Aegypten,Abend,0,3.889685e+00
1,716,91,Abend,Abend,1,1.794503e+00
1,717,90,Aegypten,Aegypten,1,2.156153e+00
1,718,89,Allee,Allee,1,2.150327e+00
1,719,88,Aegypten,Aegypten,1,2.222245e+00
1,720,87,Tor,Tor,1,1.740084e+00
1,721,86,Berg,Berg,1,3.305982e+00
1,722,85,Blumen,Tor,0,4.692363e+00
1,723,88,Berg,Aegypten,0,3.403793e+00
1,724,91,Berg,Berg,1,1.838064e+00
1,725,90,Abend,Abend,1,1.657979e+00
1,726,89,Bruecke,Bruecke,1,1.870475e+00
1,727,88,Abend,Abend,1,1.659979e+00
1,728,87,Tor,Tor,1,2.000413e+00
1,729,86,Fenster,Bruecke,0,1.865816e+00
1,730,89,Abend,Abend,1,1.617967e+00
1,731,88,Allee,Allee,1,2.043592e+00
1,732,87,Berg,Berg,1,6.620620e+00
1,733,86,Bruecke,Bruecke,1,1.600414e+00
1,734,85,Aegypten,Aegypten,1,1.512441e+00
1,735,84,Blumen,Blumen,1,3.404449e+00
1,736,83,Blumen,Blumen,1,2.084434e+00
1,737,82,Fische,Fische,1,2.673756e+00
1,738,81,Allee,Allee,1,1.724445e+00
1,739,80,Blumen,Blumen,1,3.421709e+00
1,740,79,Blumen,Blumen,1,1.830101e+00
1,741,78,Blumen,Blumen,1,4.183333e+00
1,742,77,Aegypten,Aegypten,1,1.887765e+00
1,743,76,Blumen,Blumen,1,3.242332e+00
1,744,75,Aegypten,Aegypten,1,1.773983e+00
1,745,74,Fische,Fische,1,2.138046e+00
1,746,73,Tor,Tor,1,2.149614e+00
1,747,72,Allee,Vogel,0,1.766280e+00
1,748,75,Fenster,Fenster,1,1.471594e+00
1,749,74,Blumen,Blumen,1,2.356081e+00
1,750,73,Abend,Blumen,0,1.623848e+00
1,751,76,Bruecke,Bruecke,1,1.675928e+00
1,752,75,Aegypten,Aegypten,1,1.916168e+00
1,753,74,Fische,Fische,1,1.644351e+00
1,754,73,Fenster,Fenster,1,2.793919e+00
1,755,72,Tor,Tor,1,1.605810e+00
1,756,71,Bruecke,Bruecke,1,2.253680e+00
1,757,70,Abend,Abend,1,5.268650e+00
1,758,69,Tor,Tor,1,2.033798e+00
1,759,68,Vogel,Bruecke,0,1.936173e+00
1,760,71,Aegypten,Aegypten,1,3.365671e+00
1,761,70,Fische,Fische,1,2.549606e+00
1,762,69,Berg,Berg,1,2.262351e+00
1,763,68,Blumen,Bruecke,0,3.295236e+00
1,764,71,Abend,Abend,1,1.824304e+00
1,765,70,Tor,Tor,1,1.967607e+00
1,766,69,Berg,Bruecke,0,1.584513e+00
1,767,72,Abend,Abend,1,1.652379e+00
1,768,71,Tor,Tor,1,1.854217e+00
1,769,70,Allee,Allee,1,1.751694e+00
1,770,69,Allee,Vogel,0,8.771932e+00
1,771,72,Vogel,Bruecke,0,1.653627e+00
1,772,75,Abend,Berg,0,1.816174e+00
1,773,78,Tor,Tor,1,1.454344e+00
1,774,77,Tor,Tor,1,1.628217e+00
1,775,76,Allee,Allee,1,2.046543e+00
1,776,75,Fische,Fische,1,1.908335e+00
1,777,74,Vogel,Tor,0,1.922284e+00
1,778,77,Aegypten,Aegypten,1,1.693696e+00
1,779,76,Fische,Fische,1,2.517760e+00
1,780,75,Allee,Aegypten,0,1.836003e+00
1,781,78,Abend,Abend,1,2.054569e+00
1,782,77,Bruecke,Bruecke,1,1.725554e+00
1,783,76,Tor,Tor,1,1.867807e+00
1,784,75,Abend,Abend,1,2.559848e+00
1,785,74,Vogel,Tor,0,1.443454e+01
1,786,77,Fische,Tor,0,2.843846e+00
1,787,80,Bruecke,Bruecke,1,1.837587e+00
1,788,79,Abend,Abend,1,1.832127e+00
1,789,78,Abend,Abend,1,2.099609e+00
1,790,77,Bruecke,Bruecke,1,2.164426e+00
1,791,76,Bruecke,Bruecke,1,1.615584e+00
1,792,75,Vogel,Tor,0,2.909925e+00
1,793,78,Allee,Vogel,0,1.848178e+00
1,794,81,Berg,Vogel,0,2.222033e+00
1,795,84,Fische,Fische,1,1.825583e+00
1,796,83,Aegypten,Aegypten,1,1.830173e+00
1,797,82,Fenster,Fenster,1,2.783746e+00
1,798,81,Abend,Abend,1,3.434477e+00
1,799,80,Vogel,Fische,0,1.378320e+00
1,800,83,Bruecke,Bruecke,1,2.041883e+00
1,801,82,Bruecke,Bruecke,1,3.102002e+00
1,802,81,Tor,Tor,1,1.701799e+00
1,803,80,Vogel,Tor,0,1.835745e+00
1,804,83,Fenster,Fenster,1,3.049628e+00
1,805,82,Vogel,Tor,0,2.672503e+00
1,806,85,Aegypten,Aegypten,1,2.246000e+00
1,807,84,Fische,Fische,1,1.794087e+00
1,808,83,Bruecke,Bruecke,1,2.091724e+00
1,809,82,Fische,Berg,0,2.384272e+00
1,810,85,Fische,Fische,1,1.903582e+00
1,811,84,Berg,Berg,1,2.694417e+00
1,812,83,Tor,Tor,1,1.632215e+00
1,813,82,Berg,Berg,1,2.190495e+00
1,814,81,Fische,Fische,1,2.384380e+00
1,815,80,Fische,Fische,1,1.383995e+00
1,816,79,Fenster,Fenster,1,1.633640e+00
1,817,78,Fenster,Fenster,1,1.850362e+00
1,818,77,Berg,Fische,0,1.951938e+00
1,819,80,Blumen,Bruecke,0,1.696056e+00
1,820,83,Fenster,Fenster,1,1.767828e+00
1,821,82,Fische,Berg,0,1.510223e+00
1,822,85,Berg,Fenster,0,1.630360e+00
1,823,88,Fenster,Fenster,1,1.465901e+00
1,824,87,Berg,Berg,1,1.530119e+00
1,825,86,Bruecke,Bruecke,1,1.792040e+00
1,826,85,Aegypten,Aegypten,1,1.409846e+00
1,827,84,Tor,Tor,1,1.797710e+00
1,828,83,Vogel,Blumen,0,2.244571e+00
1,829,86,Allee,Allee,1,1.756361e+00
1,830,85,Berg,Berg,1,2.590563e+00
1,831,84,Allee,Allee,1,1.948437e+00
1,832,83,Blumen,Fenster,0,2.898368e+00
1,833,86,Blumen,Blumen,1,1.710395e+00
1,834,85,Allee,Allee,1,1.809552e+00
1,835,84,Fenster,Fenster,1,4.499770e+00
1,836,83,Allee,Allee,1,2.079875e+00
1,837,82,Aegypten,Allee,0,1.796415e+00
1,838,85,Blumen,Blumen,1,1.660188e+00
1,839,84,Berg,Allee,0,1.834498e+00
1,840,87,Blumen,Blumen,1,1.740272e+00
1,841,86,Fenster,Fenster,1,1.656161e+00
1,842,85,Aegypten,Aegypten,1,1.452198e+00
1,843,84,Berg,Berg,1,4.336277e+00
1,844,83,Allee,Allee,1,1.802092e+00
1,845,82,Fenster,Fenster,1,1.844152e+00
1,846,81,Blumen,Blumen,1,1.815757e+00
1,847,80,Berg,Berg,1,1.760050e+00
1,848,79,Berg,Berg,1,1.794135e+00
1,849,78,Fenster,Fenster,1,1.555794e+00
1,850,77,Allee,Allee,1,1.877310e+00
1,851,76,Aegypten,Aegypten,1,3.071667e+00
1,852,75,Allee,Aegypten,0,1.678062e+01
1,853,78,Berg,Blumen,0,1.967893e+00
1,854,81,Fische,Fenster,0,2.427954e+00
1,855,84,Fenster,Fenster,1,1.947841e+00
1,856,83,Aegypten,Aegypten,1,1.630011e+00
1,857,82,Aegypten,Aegypten,1,2.951624e+00
1,858,81,Fenster,Fenster,1,1.689781e+00
1,859,80,Fenster,Fenster,1,3.825659e+00
1,860,79,Allee,Allee,1,1.639949e+00
1,861,78,Berg,Berg,1,2.016313e+00
1,862,77,Allee,Allee,1,1.882418e+00
1,863,76,Aegypten,Aegypten,1,2.073930e+00
1,864,75,Allee,Allee,1,9.030492e+00
1,865,74,Berg,Allee,0,5.444118e+00
1,866,77,Fenster,Fenster,1,2.860048e+00
1,867,76,Blumen,Blumen,1,6.934367e+00
1,868,75,Fenster,Fenster,1,2.112306e+00
1,869,74,Blumen,Blumen,1,2.216533e+00
1,870,73,Fenster,Fenster,1,2.027658e+00
1,871,72,Blumen,Blumen,1,6.852106e+00
1,872,71,Fenster,Fenster,1,1.822438e+00
1,873,70,Fische,Fische,1,2.314503e+00
1,874,69,Fenster,Fenster,1,2.170299e+00
1,875,68,Fenster,Fenster,1,1.700450e+00
1,876,67,Allee,Allee,1,2.313931e+00
1,877,66,Blumen,Blumen,1,2.121712e+00
1,878,65,Berg,Bruecke,0,1.789696e+00
1,879,68,Blumen,Berg,0,1.496312e+00
1,880,71,Tor,Tor,1,1.981708e+00
1,881,70,Berg,Berg,1,1.365875e+00
1,882,69,Allee,Allee,1,1.883796e+00
1,883,68,Berg,Blumen,0,1.660054e+00
1,884,71,Berg,Berg,1,3.300383e+00
1,885,70,Allee,Allee,1,2.302144e+00
1,886,69,Tor,Tor,1,1.519935e+00
1,887,68,Blumen,Blumen,1,2.414131e+00
1,888,67,Blumen,Blumen,1,1.978232e+00
1,889,66,Fische,Fische,1,3.260455e+00
1,890,65,Tor,Fische,0,2.120368e+00
1,891,68,Fische,Bruecke,0,1.399762e+00
1,892,71,Vogel,Tor,0,4.271719e+00
1,893,74,Blumen,Blumen,1,1.802028e+00
1,894,73,Fische,Fische,1,2.066146e+00
1,895,72,Tor,Berg,0,3.647261e+00
1,896,75,Tor,Vogel,0,2.194415e+00
1,897,78,Blumen,Blumen,1,1.371979e+00
1,898,77,Blumen,Blumen,1,1.810301e+00
1,899,76,Blumen,Blumen,1,1.952462e+00
1,900,75,Blumen,Blumen,1,1.942414e+00
1,901,74,Tor,Aegypten,0,2.747950e+00
1,902,77,Fische,Fische,1,2.031626e+00
1,903,76,Vogel,Fische,0,2.451940e+00
1,904,79,Fische,Fische,1,1.691825e+00
1,905,78,Blumen,Blumen,1,2.612561e+00
1,906,77,Fische,Fische,1,8.529971e+00
1,907,76,Vogel,Tor,0,5.213871e+00
1,908,79,Tor,Tor,1,2.596341e+00
1,909,78,Vogel,Tor,0,2.178250e+00
1,910,81,Tor,Tor,1,1.970111e+00
1,911,80,Tor,Tor,1,2.014283e+00
1,912,79,Fische,Bruecke,0,2.718386e+00
1,913,82,Vogel,Vogel,1,1.695651e+00
1,914,81,Tor,Tor,1,3.615905e+00
1,915,80,Fische,Fische,1,2.116077e+00
1,916,79,Blumen,Blumen,1,2.076349e+00
1,917,78,Vogel,Tor,0,1.763581e+00
1,918,81,Vogel,Fische,0,2.234006e+00
1,919,84,Vogel,Fische,0,1.753789e+00
1,920,87,Vogel,Bruecke,0,1.504148e+00
1,921,90,Vogel,Bruecke,0,1.502137e+00
1,922,93,Tor,Aegypten,0,1.918286e+00
1,923,96,Vogel,Blumen,0,1.752001e+00
1,924,99,Vogel,Tor,0,2.174341e+00
1,925,102,Tor,Tor,1,2.200010e+00
1,926,101,Tor,Berg,0,3.200417e+00
1,927,104,Fische,Fische,1,2.014009e+00
1,928,103,Tor,Tor,1,2.095616e+00
1,929,102,Tor,Tor,1,2.047812e+00
1,930,101,Tor,Tor,1,1.844371e+00
1,931,100,Tor,Tor,1,1.458345e+00
1,932,99,Fische,Fische,1,1.483812e+00
1,933,98,Tor,Tor,1,1.531777e+00
1,934,97,Tor,Tor,1,1.706411e+00
1,935,96,Fische,Fische,1,4.944003e+00
1,936,95,Fische,Fische,1,1.532186e+00
1,937,94,Fische,Fische,1,1.552137e+00
1,938,93,Fische,Fenster,0,1.544497e+00
1,939,96,Fische,Fische,1,2.540439e+00
1,940,95,Tor,Tor,1,1.656362e+00
1,941,94,Tor,Tor,1,1.586088e+00
1,942,93,Tor,Tor,1,2.015969e+00
1,943,92,Tor,Tor,1,1.246251e+00
1,944,91,Tor,Tor,1,1.438491e+00
1,945,90,Fische,Fenster,0,1.558261e+00
1,946,93,Tor,Tor,1,1.855599e+00
1,947,92,Fische,Fische,1,1.647662e+00
1,948,91,Fische,Fische,1,1.569831e+00
1,949,90,Tor,Tor,1,2.926300e+00
1,950,89,Tor,Aegypten,0,3.204020e+00
